metric,group,n,feeds_mean,comp_val,delta,t,p_ttest,p_wilcoxon,favored
Dice,PROSTATE_CANCER,100,0.6711876792324533,0.6864464450161561,-0.01525876578370285,-1.8704032909303665,0.06438194080534913,0.005762911416070182,comparator
FPVol,PROSTATE_CANCER,100,2.5617939814552666,5.760023150896654,-3.1982291694413862,-5.108194541852799,1.5817589772454155e-06,3.415659060555646e-14,FEEDS
FNVol,PROSTATE_CANCER,100,12.015680272229947,10.85816833260283,1.1575119396271187,1.572566357947851,0.11900984690455273,0.357290048537263,comparator
