metric,group,n,feeds_mean,comp_val,delta,t,p_ttest,p_wilcoxon,favored
Dice,ALL,200,0.6447650433011031,0.6585344269918261,-0.013769383690723091,-1.7763398864918196,0.0772048289036482,0.16253800542862729,comparator
FPVol,ALL,200,3.3893759741541,4.428655457235873,-1.0392794830817729,-2.3951396446168935,0.01754116009114152,8.53696195925154e-12,FEEDS
FNVol,ALL,200,14.978832189275417,16.54725296708988,-1.5684207778144628,-1.4917987429023667,0.137335459127122,0.12410172884698224,FEEDS
